0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,3421602
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,3917328
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,3842723
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,3725376
24,4,0
25,4,0
26,4,0
27,4,0
28,4,0
29,4,3600300
30,4,0
31,4,0
32,4,0
33,4,0
34,4,0
35,4,3594588
36,4,0
37,4,0
38,4,0
39,4,0
40,4,0
41,4,3594588
42,4,0
43,4,0
44,4,0
45,4,0
46,4,0
47,4,3594588
48,4,0
49,4,0
50,0,0
51,0,0
52,0,0
53,0,3721746
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,3725376
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,3725376
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,3725376
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,3600300
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,3594588
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,3594588
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,3594588
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,3640382
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,3816238
108,0,0
109,0,0
110,0,0
111,0,0
112,1,0
113,4,3724338
114,4,0
115,4,0
116,4,0
117,4,0
118,4,0
119,4,3483198
120,4,0
121,4,0
122,4,0
123,4,0
124,4,0
125,4,3823675
126,4,0
127,4,0
128,4,0
129,4,0
130,4,0
131,4,3594588
132,4,0
133,4,0
134,4,0
135,4,0
136,4,0
137,4,3594588
138,4,0
139,4,0
140,4,0
141,4,0
142,4,0
143,4,3594588
144,4,0
145,4,0
146,4,0
147,4,0
148,4,0
149,4,3712404
150,4,0
151,4,0
152,4,0
153,4,0
154,4,0
155,4,3706692
156,4,0
157,4,0
158,4,0
159,4,0
160,4,0
161,4,3706692
162,4,0
163,4,0
164,4,0
165,4,0
166,4,0
167,4,3706692
168,4,0
169,4,0
170,4,0
171,4,0
172,4,0
173,4,3600300
174,4,0
175,4,0
176,4,0
177,4,0
178,4,0
179,4,3594588
180,4,0
181,4,0
182,4,0
183,4,0
184,4,0
185,4,3594588
186,4,0
187,4,0
188,4,0
189,4,0
190,4,0
191,4,3594588
192,4,0
193,4,0
194,0,0
195,0,0
196,0,0
197,0,3721746
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,3725376
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,3725376
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,3725376
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,3600300
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,3594588
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,3594588
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,3594588
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,3731088
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,3725376
252,0,0
253,0,0
254,0,0
255,0,0
256,1,0
257,4,3715634
258,4,0
259,4,0
260,4,0
261,4,0
262,4,0
263,4,3638926
264,4,0
265,4,0
266,5,0
267,5,0
268,5,0
269,5,3654416
270,5,0
271,5,0
272,5,0
273,5,0
274,5,0
275,5,3617457
276,5,0
277,5,0
278,5,0
279,5,0
280,5,0
281,5,3594588
282,5,0
283,5,0
284,5,0
285,6,0
286,6,0
287,6,3594588
288,6,0
289,6,0
290,6,0
291,6,0
292,6,0
293,6,3706176
294,6,0
295,6,0
296,6,0
297,6,0
298,6,0
299,6,3700464
300,6,0
301,6,0
302,6,0
303,6,0
304,6,0
305,6,3700464
306,6,0
307,6,0
308,6,0
309,6,0
310,6,0
311,6,3700464
312,6,0
313,6,0
314,6,0
315,6,0
316,6,0
317,6,3600300
318,6,0
319,6,0
320,6,0
321,6,0
322,6,0
323,6,3594588
324,6,0
325,6,0
326,6,0
327,6,0
328,6,0
329,6,3563524
330,6,0
331,6,0
332,6,0
333,6,0
334,6,0
335,6,3626017
336,6,0
337,6,0
338,0,0
339,0,0
340,0,0
341,0,3718632
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,3725376
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,3725376
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,3725376
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,3600300
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,3594588
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,3563524
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,3626017
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,3731088
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,3725376
396,0,0
397,0,0
398,0,0
399,0,0
400,1,0
401,4,3724338
402,6,0
403,6,0
404,6,0
405,6,0
406,6,0
407,6,3701502
408,6,0
409,6,0
410,6,0
411,6,0
412,6,0
413,6,3600300
414,6,0
415,6,0
416,6,0
417,6,0
418,6,0
419,6,3594588
420,6,0
421,6,0
422,6,0
423,6,0
424,6,0
425,6,3574704
426,6,0
427,6,0
428,6,0
429,6,0
430,6,0
431,6,3614762
432,6,0
433,6,0
434,6,0
435,6,0
436,6,0
437,6,3706176
438,6,0
439,6,0
440,6,0
441,6,0
442,6,0
443,6,3700464
444,6,0
445,6,0
446,6,0
447,6,0
448,6,0
449,6,3700464
450,6,0
451,6,0
452,6,0
453,6,0
454,6,0
455,6,3567038
456,6,0
457,6,0
458,6,0
459,6,0
460,6,0
461,6,3733369
462,6,0
463,6,0
464,6,0
465,6,0
466,6,0
467,6,3594588
468,6,0
469,6,0
470,6,0
471,6,0
472,6,0
473,6,3594588
474,6,0
475,6,0
476,6,0
477,6,0
478,6,0
479,6,3594588
480,6,0
481,6,0
482,0,0
483,0,0
484,0,0
485,0,3718632
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,3725376
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,3725376
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,3725376
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,3600300
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,3594588
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,3594588
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,3594588
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,3731088
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,3725376
540,0,0
541,0,0
542,0,0
