0,0,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,2786065
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,3373731
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,3153735
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,3102576
24,5,0
25,5,0
26,5,0
27,5,0
28,5,0
29,5,3017982
30,5,0
31,5,0
32,5,0
33,5,0
34,5,0
35,5,3012270
36,5,0
37,5,0
38,5,0
39,5,0
40,5,0
41,5,3012270
42,5,0
43,5,0
44,5,0
45,5,0
46,5,0
47,5,3012270
48,5,0
49,5,0
50,0,0
51,0,0
52,0,0
53,0,3091161
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,3102576
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,3102576
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,3102576
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,3017982
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,3012270
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,3012270
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,3012270
96,0,0
97,0,0
98,0,0
99,0,0
100,0,0
101,0,2735322
102,0,0
103,0,0
104,0,0
105,0,0
106,0,0
107,0,3475423
108,0,0
109,0,0
110,0,0
111,0,0
112,2,0
113,5,3099981
114,5,0
115,5,0
116,5,0
117,5,0
118,5,0
119,5,3068322
120,5,0
121,5,0
122,5,0
123,5,0
124,5,0
125,5,3017982
126,5,0
127,5,0
128,5,0
129,5,0
130,5,0
131,5,3012270
132,5,0
133,5,0
134,5,0
135,5,0
136,5,0
137,5,3012270
138,5,0
139,5,0
140,5,0
141,5,0
142,5,0
143,5,3012270
144,5,0
145,5,0
146,5,0
147,5,0
148,5,0
149,5,3074034
150,5,0
151,5,0
152,5,0
153,5,0
154,5,0
155,5,3068322
156,5,0
157,5,0
158,5,0
159,5,0
160,5,0
161,5,3068322
162,5,0
163,5,0
164,5,0
165,5,0
166,5,0
167,5,3068203
168,5,0
169,5,0
170,5,0
171,5,0
172,5,0
173,5,3017982
174,5,0
175,5,0
176,5,0
177,5,0
178,5,0
179,5,3012270
180,5,0
181,5,0
182,5,0
183,5,0
184,5,0
185,5,3012270
186,5,0
187,5,0
188,5,0
189,5,0
190,5,0
191,5,3012270
192,5,0
193,5,0
194,0,0
195,0,0
196,0,0
197,0,3091161
198,0,0
199,0,0
200,0,0
201,0,0
202,0,0
203,0,3102576
204,0,0
205,0,0
206,0,0
207,0,0
208,0,0
209,0,3102576
210,0,0
211,0,0
212,0,0
213,0,0
214,0,0
215,0,3102576
216,0,0
217,0,0
218,0,0
219,0,0
220,0,0
221,0,3017982
222,0,0
223,0,0
224,0,0
225,0,0
226,0,0
227,0,3012270
228,0,0
229,0,0
230,0,0
231,0,0
232,0,0
233,0,3012270
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,0,2916093
240,0,0
241,0,0
242,0,0
243,0,0
244,0,0
245,0,3204914
246,0,0
247,0,0
248,0,0
249,0,0
250,0,0
251,0,3102576
252,0,0
253,0,0
254,0,0
255,0,0
256,2,0
257,5,3099981
258,5,0
259,5,0
260,5,0
261,5,0
262,5,0
263,5,3068322
264,5,0
265,5,0
266,5,0
267,5,0
268,5,0
269,5,3010954
270,5,0
271,5,0
272,5,0
273,5,0
274,5,0
275,5,3019505
276,5,0
277,5,0
278,5,0
279,5,0
280,5,0
281,5,3012270
282,5,0
283,5,0
284,5,0
285,5,0
286,5,0
287,5,2766978
288,5,0
289,5,0
290,5,0
291,5,0
292,5,0
293,5,3319207
294,5,0
295,5,0
296,5,0
297,5,0
298,5,0
299,5,3068322
300,5,0
301,5,0
302,5,0
303,5,0
304,5,0
305,5,3068322
306,5,0
307,5,0
308,5,0
309,5,0
310,5,0
311,5,3068322
312,5,0
313,5,0
314,5,0
315,5,0
316,5,0
317,5,3017982
318,5,0
319,5,0
320,5,0
321,5,0
322,5,0
323,5,3012270
324,5,0
325,5,0
326,5,0
327,5,0
328,5,0
329,5,3012270
330,5,0
331,5,0
332,5,0
333,5,0
334,5,0
335,5,3012270
336,5,0
337,5,0
338,0,0
339,0,0
340,0,0
341,0,3091161
342,0,0
343,0,0
344,0,0
345,0,0
346,0,0
347,0,3102576
348,0,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,3102576
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,3102576
360,0,0
361,0,0
362,0,0
363,0,0
364,0,0
365,0,3017982
366,0,0
367,0,0
368,0,0
369,0,0
370,0,0
371,0,3012270
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,3012270
378,0,0
379,0,0
380,0,0
381,0,0
382,0,0
383,0,3012270
384,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,3108288
390,0,0
391,0,0
392,0,0
393,0,0
394,0,0
395,0,3102576
396,0,0
397,0,0
398,0,0
399,0,0
400,2,0
401,5,3099981
402,5,0
403,5,0
404,5,0
405,5,0
406,5,0
407,5,3068322
408,5,0
409,5,0
410,5,0
411,5,0
412,5,0
413,5,3017982
414,5,0
415,6,0
416,6,0
417,6,0
418,6,0
419,6,3012270
420,6,0
421,6,0
422,6,0
423,6,0
424,6,0
425,6,3012270
426,6,0
427,6,0
428,6,0
429,6,0
430,6,0
431,6,3012270
432,6,0
433,6,0
434,6,0
435,6,0
436,6,0
437,6,3074034
438,6,0
439,6,0
440,6,0
441,6,0
442,6,0
443,6,2841595
444,6,0
445,6,0
446,6,0
447,6,0
448,6,0
449,6,3294811
450,6,0
451,6,0
452,6,0
453,6,0
454,6,0
455,6,2965917
456,6,0
457,6,0
458,6,0
459,6,0
460,6,0
461,6,3120896
462,6,0
463,6,0
464,6,0
465,6,0
466,6,0
467,6,3012270
468,6,0
469,6,0
470,6,0
471,6,0
472,6,0
473,6,3012270
474,6,0
475,6,0
476,6,0
477,6,0
478,6,0
479,6,3012270
480,6,0
481,6,0
482,0,0
483,0,0
484,0,0
485,0,3091161
486,0,0
487,0,0
488,0,0
489,0,0
490,0,0
491,0,3102576
492,0,0
493,0,0
494,0,0
495,0,0
496,0,0
497,0,3102576
498,0,0
499,0,0
500,0,0
501,0,0
502,0,0
503,0,3102576
504,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,3012911
510,0,0
511,0,0
512,0,0
513,0,0
514,0,0
515,0,3017470
516,0,0
517,0,0
518,0,0
519,0,0
520,0,0
521,0,3012270
522,0,0
523,0,0
524,0,0
525,0,0
526,0,0
527,0,3012270
528,0,0
529,0,0
530,0,0
531,0,0
532,0,0
533,0,3108288
534,0,0
535,0,0
536,0,0
537,0,0
538,0,0
539,0,3067403
540,0,0
541,0,0
542,0,0
